RxPackets;RxTime;RxId;TxId;TxTime;xPos;yPos
18891;22758;1;cam data : -1;22754;66;72
18892;22758;2;cam data : -1;22754;66;72
18893;22758;3;cam data : -1;22754;66;72
18894;22758;4;cam data : -1;22754;66;72
18895;22758;5;cam data : -1;22754;66;72
18896;22758;6;cam data : -1;22754;66;72
18897;22758;7;cam data : -1;22754;66;72
18898;22758;8;cam data : -1;22754;66;72
18899;22770;-1;cam data : 7;22766;42;76
18900;22770;0;cam data : 7;22766;42;76
18901;22770;1;cam data : 7;22766;42;76
18902;22770;2;cam data : 7;22766;42;76
18903;22770;3;cam data : 7;22766;42;76
18904;22770;4;cam data : 7;22766;42;76
18905;22770;5;cam data : 7;22766;42;76
18906;22770;6;cam data : 7;22766;42;76
18907;22770;8;cam data : 7;22766;42;76
18908;22773;-1;cam data : 4;22769;59;25
18909;22773;0;cam data : 4;22769;59;25
18910;22773;1;cam data : 4;22769;59;25
18911;22773;2;cam data : 4;22769;59;25
18912;22773;3;cam data : 4;22769;59;25
18913;22773;5;cam data : 4;22769;59;25
18914;22773;6;cam data : 4;22769;59;25
18915;22773;7;cam data : 4;22769;59;25
18916;22773;8;cam data : 4;22769;59;25
18917;22782;-1;cam data : 6;22778;78;15
18918;22782;0;cam data : 6;22778;78;15
18919;22782;1;cam data : 6;22778;78;15
18920;22782;2;cam data : 6;22778;78;15
18921;22782;3;cam data : 6;22778;78;15
18922;22782;4;cam data : 6;22778;78;15
18923;22782;5;cam data : 6;22778;78;15
18924;22782;7;cam data : 6;22778;78;15
18925;22782;8;cam data : 6;22778;78;15
18926;22798;-1;cam data : 1;22794;71;52
18927;22798;0;cam data : 1;22794;71;52
18928;22798;2;cam data : 1;22794;71;52
18929;22798;3;cam data : 1;22794;71;52
18930;22798;4;cam data : 1;22794;71;52
18931;22798;5;cam data : 1;22794;71;52
18932;22798;6;cam data : 1;22794;71;52
18933;22798;7;cam data : 1;22794;71;52
18934;22798;8;cam data : 1;22794;71;52
18935;22810;-1;cam data : 3;22806;17;55
18936;22810;0;cam data : 3;22806;17;55
18937;22810;1;cam data : 3;22806;17;55
18938;22810;2;cam data : 3;22806;17;55
18939;22810;4;cam data : 3;22806;17;55
18940;22810;5;cam data : 3;22806;17;55
18941;22810;6;cam data : 3;22806;17;55
18942;22810;7;cam data : 3;22806;17;55
18943;22810;8;cam data : 3;22806;17;55
18944;22817;-1;cam data : 0;22813;65;54
18945;22817;1;cam data : 0;22813;65;54
18946;22817;2;cam data : 0;22813;65;54
18947;22817;3;cam data : 0;22813;65;54
18948;22817;4;cam data : 0;22813;65;54
18949;22817;5;cam data : 0;22813;65;54
18950;22817;6;cam data : 0;22813;65;54
18951;22817;7;cam data : 0;22813;65;54
18952;22817;8;cam data : 0;22813;65;54
18953;22826;-1;cam data : 5;22822;31;25
18954;22826;0;cam data : 5;22822;31;25
18955;22826;1;cam data : 5;22822;31;25
18956;22826;2;cam data : 5;22822;31;25
18957;22826;3;cam data : 5;22822;31;25
18958;22826;4;cam data : 5;22822;31;25
18959;22826;6;cam data : 5;22822;31;25
18960;22826;7;cam data : 5;22822;31;25
18961;22826;8;cam data : 5;22822;31;25
18962;22834;-1;cam data : 8;22830;86;96
18963;22834;0;cam data : 8;22830;86;96
18964;22834;1;cam data : 8;22830;86;96
18965;22834;2;cam data : 8;22830;86;96
18966;22834;3;cam data : 8;22830;86;96
18967;22834;4;cam data : 8;22830;86;96
18968;22834;5;cam data : 8;22830;86;96
18969;22834;6;cam data : 8;22830;86;96
18970;22834;7;cam data : 8;22830;86;96
18971;22846;-1;cam data : 7;22842;42;76
18972;22846;0;cam data : 7;22842;42;76
18973;22846;1;cam data : 7;22842;42;76
18974;22846;2;cam data : 7;22842;42;76
18975;22846;3;cam data : 7;22842;42;76
18976;22846;4;cam data : 7;22842;42;76
18977;22846;5;cam data : 7;22842;42;76
18978;22846;6;cam data : 7;22842;42;76
18979;22846;8;cam data : 7;22842;42;76
18980;22852;-1;cam data : 2;22848;5;26
18981;22852;0;cam data : 2;22848;5;26
18982;22852;1;cam data : 2;22848;5;26
18983;22852;3;cam data : 2;22848;5;26
18984;22852;4;cam data : 2;22848;5;26
18985;22852;5;cam data : 2;22848;5;26
18986;22852;6;cam data : 2;22848;5;26
18987;22852;7;cam data : 2;22848;5;26
18988;22852;8;cam data : 2;22848;5;26
18989;22856;-1;cam data : 8;22852;86;96
18990;22856;0;cam data : 8;22852;86;96
18991;22856;1;cam data : 8;22852;86;96
18992;22856;2;cam data : 8;22852;86;96
18993;22856;3;cam data : 8;22852;86;96
18994;22856;4;cam data : 8;22852;86;96
18995;22856;5;cam data : 8;22852;86;96
18996;22856;6;cam data : 8;22852;86;96
18997;22856;7;cam data : 8;22852;86;96
18998;22858;0;cam data : -1;22854;66;72
18999;22858;1;cam data : -1;22854;66;72
19000;22858;2;cam data : -1;22854;66;72
19001;22858;3;cam data : -1;22854;66;72
19002;22858;4;cam data : -1;22854;66;72
19003;22858;5;cam data : -1;22854;66;72
19004;22858;6;cam data : -1;22854;66;72
19005;22858;7;cam data : -1;22854;66;72
19006;22858;8;cam data : -1;22854;66;72
19007;22866;-1;cam data : 6;22862;78;15
19008;22866;0;cam data : 6;22862;78;15
19009;22866;1;cam data : 6;22862;78;15
19010;22866;2;cam data : 6;22862;78;15
19011;22866;3;cam data : 6;22862;78;15
19012;22866;4;cam data : 6;22862;78;15
19013;22866;5;cam data : 6;22862;78;15
19014;22866;7;cam data : 6;22862;78;15
19015;22866;8;cam data : 6;22862;78;15
19016;22873;-1;cam data : 4;22869;59;25
19017;22873;0;cam data : 4;22869;59;25
19018;22873;1;cam data : 4;22869;59;25
19019;22873;2;cam data : 4;22869;59;25
19020;22873;3;cam data : 4;22869;59;25
19021;22873;5;cam data : 4;22869;59;25
19022;22873;6;cam data : 4;22869;59;25
19023;22873;7;cam data : 4;22869;59;25
19024;22873;8;cam data : 4;22869;59;25
19025;22898;-1;cam data : 1;22894;71;52
19026;22898;0;cam data : 1;22894;71;52
19027;22898;2;cam data : 1;22894;71;52
19028;22898;3;cam data : 1;22894;71;52
19029;22898;4;cam data : 1;22894;71;52
19030;22898;5;cam data : 1;22894;71;52
19031;22898;6;cam data : 1;22894;71;52
19032;22898;7;cam data : 1;22894;71;52
19033;22898;8;cam data : 1;22894;71;52
19034;22910;-1;cam data : 3;22906;17;55
19035;22910;0;cam data : 3;22906;17;55
19036;22910;1;cam data : 3;22906;17;55
19037;22910;2;cam data : 3;22906;17;55
19038;22910;4;cam data : 3;22906;17;55
19039;22910;5;cam data : 3;22906;17;55
19040;22910;6;cam data : 3;22906;17;55
19041;22910;7;cam data : 3;22906;17;55
19042;22910;8;cam data : 3;22906;17;55
19043;22917;-1;cam data : 0;22913;65;54
19044;22917;1;cam data : 0;22913;65;54
19045;22917;2;cam data : 0;22913;65;54
19046;22917;3;cam data : 0;22913;65;54
19047;22917;4;cam data : 0;22913;65;54
19048;22917;5;cam data : 0;22913;65;54
19049;22917;6;cam data : 0;22913;65;54
19050;22917;7;cam data : 0;22913;65;54
19051;22917;8;cam data : 0;22913;65;54
19052;22926;-1;cam data : 5;22922;31;25
19053;22926;0;cam data : 5;22922;31;25
19054;22926;1;cam data : 5;22922;31;25
19055;22926;2;cam data : 5;22922;31;25
19056;22926;3;cam data : 5;22922;31;25
19057;22926;4;cam data : 5;22922;31;25
19058;22926;6;cam data : 5;22922;31;25
19059;22926;7;cam data : 5;22922;31;25
19060;22926;8;cam data : 5;22922;31;25
19061;22946;-1;cam data : 7;22942;42;76
19062;22946;0;cam data : 7;22942;42;76
19063;22946;1;cam data : 7;22942;42;76
19064;22946;2;cam data : 7;22942;42;76
19065;22946;3;cam data : 7;22942;42;76
19066;22946;4;cam data : 7;22942;42;76
19067;22946;5;cam data : 7;22942;42;76
19068;22946;6;cam data : 7;22942;42;76
19069;22946;8;cam data : 7;22942;42;76
19070;22952;-1;cam data : 2;22948;5;26
19071;22952;0;cam data : 2;22948;5;26
19072;22952;1;cam data : 2;22948;5;26
19073;22952;3;cam data : 2;22948;5;26
19074;22952;4;cam data : 2;22948;5;26
19075;22952;5;cam data : 2;22948;5;26
19076;22952;6;cam data : 2;22948;5;26
19077;22952;7;cam data : 2;22948;5;26
19078;22952;8;cam data : 2;22948;5;26
19079;22956;-1;cam data : 8;22952;86;96
19080;22956;0;cam data : 8;22952;86;96
19081;22956;1;cam data : 8;22952;86;96
19082;22956;2;cam data : 8;22952;86;96
19083;22956;3;cam data : 8;22952;86;96
19084;22956;4;cam data : 8;22952;86;96
19085;22956;5;cam data : 8;22952;86;96
19086;22956;6;cam data : 8;22952;86;96
19087;22956;7;cam data : 8;22952;86;96
19088;22958;0;cam data : -1;22954;66;72
19089;22958;1;cam data : -1;22954;66;72
19090;22958;2;cam data : -1;22954;66;72
19091;22958;3;cam data : -1;22954;66;72
19092;22958;4;cam data : -1;22954;66;72
19093;22958;5;cam data : -1;22954;66;72
19094;22958;6;cam data : -1;22954;66;72
19095;22958;7;cam data : -1;22954;66;72
19096;22958;8;cam data : -1;22954;66;72
19097;22966;-1;cam data : 6;22962;78;15
19098;22966;0;cam data : 6;22962;78;15
19099;22966;1;cam data : 6;22962;78;15
19100;22966;2;cam data : 6;22962;78;15
19101;22966;3;cam data : 6;22962;78;15
19102;22966;4;cam data : 6;22962;78;15
19103;22966;5;cam data : 6;22962;78;15
19104;22966;7;cam data : 6;22962;78;15
19105;22966;8;cam data : 6;22962;78;15
19106;22973;-1;cam data : 4;22969;59;25
19107;22973;0;cam data : 4;22969;59;25
19108;22973;1;cam data : 4;22969;59;25
19109;22973;2;cam data : 4;22969;59;25
19110;22973;3;cam data : 4;22969;59;25
19111;22973;5;cam data : 4;22969;59;25
19112;22973;6;cam data : 4;22969;59;25
19113;22973;7;cam data : 4;22969;59;25
19114;22973;8;cam data : 4;22969;59;25
19115;22998;-1;cam data : 1;22994;71;52
19116;22998;0;cam data : 1;22994;71;52
19117;22998;2;cam data : 1;22994;71;52
19118;22998;3;cam data : 1;22994;71;52
19119;22998;4;cam data : 1;22994;71;52
19120;22998;5;cam data : 1;22994;71;52
19121;22998;6;cam data : 1;22994;71;52
19122;22998;7;cam data : 1;22994;71;52
19123;22998;8;cam data : 1;22994;71;52
19124;23010;-1;cam data : 3;23006;17;55
19125;23010;0;cam data : 3;23006;17;55
19126;23010;1;cam data : 3;23006;17;55
19127;23010;2;cam data : 3;23006;17;55
19128;23010;4;cam data : 3;23006;17;55
19129;23010;5;cam data : 3;23006;17;55
19130;23010;6;cam data : 3;23006;17;55
19131;23010;7;cam data : 3;23006;17;55
19132;23010;8;cam data : 3;23006;17;55
19133;23017;-1;cam data : 0;23013;65;54
19134;23017;1;cam data : 0;23013;65;54
19135;23017;2;cam data : 0;23013;65;54
19136;23017;3;cam data : 0;23013;65;54
19137;23017;4;cam data : 0;23013;65;54
19138;23017;5;cam data : 0;23013;65;54
19139;23017;6;cam data : 0;23013;65;54
19140;23017;7;cam data : 0;23013;65;54
19141;23017;8;cam data : 0;23013;65;54
19142;23018;-1;cam data : 1;23014;71;52
19143;23018;0;cam data : 1;23014;71;52
19144;23018;2;cam data : 1;23014;71;52
19145;23018;3;cam data : 1;23014;71;52
19146;23018;4;cam data : 1;23014;71;52
19147;23018;5;cam data : 1;23014;71;52
19148;23018;6;cam data : 1;23014;71;52
19149;23018;7;cam data : 1;23014;71;52
19150;23018;8;cam data : 1;23014;71;52
19151;23026;-1;cam data : 5;23022;31;25
19152;23026;0;cam data : 5;23022;31;25
19153;23026;1;cam data : 5;23022;31;25
19154;23026;2;cam data : 5;23022;31;25
19155;23026;3;cam data : 5;23022;31;25
19156;23026;4;cam data : 5;23022;31;25
19157;23026;6;cam data : 5;23022;31;25
19158;23026;7;cam data : 5;23022;31;25
19159;23026;8;cam data : 5;23022;31;25
19160;23046;-1;cam data : 7;23042;42;76
19161;23046;0;cam data : 7;23042;42;76
19162;23046;1;cam data : 7;23042;42;76
19163;23046;2;cam data : 7;23042;42;76
19164;23046;3;cam data : 7;23042;42;76
19165;23046;4;cam data : 7;23042;42;76
19166;23046;5;cam data : 7;23042;42;76
19167;23046;6;cam data : 7;23042;42;76
19168;23046;8;cam data : 7;23042;42;76
19169;23052;-1;cam data : 2;23048;5;26
19170;23052;0;cam data : 2;23048;5;26
19171;23052;1;cam data : 2;23048;5;26
19172;23052;3;cam data : 2;23048;5;26
19173;23052;4;cam data : 2;23048;5;26
19174;23052;5;cam data : 2;23048;5;26
19175;23052;6;cam data : 2;23048;5;26
19176;23052;7;cam data : 2;23048;5;26
19177;23052;8;cam data : 2;23048;5;26
19178;23056;-1;cam data : 8;23052;86;96
19179;23056;0;cam data : 8;23052;86;96
19180;23056;1;cam data : 8;23052;86;96
19181;23056;2;cam data : 8;23052;86;96
19182;23056;3;cam data : 8;23052;86;96
19183;23056;4;cam data : 8;23052;86;96
19184;23056;5;cam data : 8;23052;86;96
19185;23056;6;cam data : 8;23052;86;96
19186;23056;7;cam data : 8;23052;86;96
19187;23058;0;cam data : -1;23054;66;72
19188;23058;1;cam data : -1;23054;66;72
19189;23058;2;cam data : -1;23054;66;72
19190;23058;3;cam data : -1;23054;66;72
19191;23058;4;cam data : -1;23054;66;72
19192;23058;5;cam data : -1;23054;66;72
19193;23058;6;cam data : -1;23054;66;72
19194;23058;7;cam data : -1;23054;66;72
19195;23058;8;cam data : -1;23054;66;72
19196;23063;-1;cam data : 4;23059;59;25
19197;23063;0;cam data : 4;23059;59;25
19198;23063;1;cam data : 4;23059;59;25
19199;23063;2;cam data : 4;23059;59;25
19200;23063;3;cam data : 4;23059;59;25
19201;23063;5;cam data : 4;23059;59;25
19202;23063;6;cam data : 4;23059;59;25
19203;23063;7;cam data : 4;23059;59;25
19204;23063;8;cam data : 4;23059;59;25
19205;23066;-1;cam data : 6;23062;78;15
19206;23066;0;cam data : 6;23062;78;15
19207;23066;1;cam data : 6;23062;78;15
19208;23066;2;cam data : 6;23062;78;15
19209;23066;3;cam data : 6;23062;78;15
19210;23066;4;cam data : 6;23062;78;15
19211;23066;5;cam data : 6;23062;78;15
19212;23066;7;cam data : 6;23062;78;15
19213;23066;8;cam data : 6;23062;78;15
19214;23110;-1;cam data : 3;23106;17;55
19215;23110;0;cam data : 3;23106;17;55
19216;23110;1;cam data : 3;23106;17;55
19217;23110;2;cam data : 3;23106;17;55
19218;23110;4;cam data : 3;23106;17;55
19219;23110;5;cam data : 3;23106;17;55
19220;23110;6;cam data : 3;23106;17;55
19221;23110;7;cam data : 3;23106;17;55
19222;23110;8;cam data : 3;23106;17;55
19223;23117;-1;cam data : 0;23113;65;54
19224;23117;1;cam data : 0;23113;65;54
19225;23117;2;cam data : 0;23113;65;54
19226;23117;3;cam data : 0;23113;65;54
19227;23117;4;cam data : 0;23113;65;54
19228;23117;5;cam data : 0;23113;65;54
19229;23117;6;cam data : 0;23113;65;54
19230;23117;7;cam data : 0;23113;65;54
19231;23117;8;cam data : 0;23113;65;54
19232;23118;-1;cam data : 1;23114;71;52
19233;23118;0;cam data : 1;23114;71;52
19234;23118;2;cam data : 1;23114;71;52
19235;23118;3;cam data : 1;23114;71;52
19236;23118;4;cam data : 1;23114;71;52
19237;23118;5;cam data : 1;23114;71;52
19238;23118;6;cam data : 1;23114;71;52
19239;23118;7;cam data : 1;23114;71;52
19240;23118;8;cam data : 1;23114;71;52
19241;23126;-1;cam data : 5;23122;31;25
19242;23126;0;cam data : 5;23122;31;25
19243;23126;1;cam data : 5;23122;31;25
19244;23126;2;cam data : 5;23122;31;25
19245;23126;3;cam data : 5;23122;31;25
19246;23126;4;cam data : 5;23122;31;25
19247;23126;6;cam data : 5;23122;31;25
19248;23126;7;cam data : 5;23122;31;25
19249;23126;8;cam data : 5;23122;31;25
19250;23146;-1;cam data : 7;23142;42;76
19251;23146;0;cam data : 7;23142;42;76
19252;23146;1;cam data : 7;23142;42;76
19253;23146;2;cam data : 7;23142;42;76
19254;23146;3;cam data : 7;23142;42;76
19255;23146;4;cam data : 7;23142;42;76
19256;23146;5;cam data : 7;23142;42;76
19257;23146;6;cam data : 7;23142;42;76
19258;23146;8;cam data : 7;23142;42;76
19259;23152;-1;cam data : 2;23148;5;26
19260;23152;0;cam data : 2;23148;5;26
19261;23152;1;cam data : 2;23148;5;26
19262;23152;3;cam data : 2;23148;5;26
19263;23152;4;cam data : 2;23148;5;26
19264;23152;5;cam data : 2;23148;5;26
19265;23152;6;cam data : 2;23148;5;26
19266;23152;7;cam data : 2;23148;5;26
19267;23152;8;cam data : 2;23148;5;26
19268;23156;-1;cam data : 8;23152;86;96
19269;23156;0;cam data : 8;23152;86;96
19270;23156;1;cam data : 8;23152;86;96
19271;23156;2;cam data : 8;23152;86;96
19272;23156;3;cam data : 8;23152;86;96
19273;23156;4;cam data : 8;23152;86;96
19274;23156;5;cam data : 8;23152;86;96
19275;23156;6;cam data : 8;23152;86;96
19276;23156;7;cam data : 8;23152;86;96
19277;23158;0;cam data : -1;23154;66;72
19278;23158;1;cam data : -1;23154;66;72
19279;23158;2;cam data : -1;23154;66;72
19280;23158;3;cam data : -1;23154;66;72
19281;23158;4;cam data : -1;23154;66;72
19282;23158;5;cam data : -1;23154;66;72
19283;23158;6;cam data : -1;23154;66;72
19284;23158;7;cam data : -1;23154;66;72
19285;23158;8;cam data : -1;23154;66;72
19286;23163;-1;cam data : 4;23159;59;25
19287;23163;0;cam data : 4;23159;59;25
19288;23163;1;cam data : 4;23159;59;25
19289;23163;2;cam data : 4;23159;59;25
19290;23163;3;cam data : 4;23159;59;25
19291;23163;5;cam data : 4;23159;59;25
19292;23163;6;cam data : 4;23159;59;25
19293;23163;7;cam data : 4;23159;59;25
19294;23163;8;cam data : 4;23159;59;25
19295;23166;-1;cam data : 6;23162;78;15
19296;23166;0;cam data : 6;23162;78;15
19297;23166;1;cam data : 6;23162;78;15
19298;23166;2;cam data : 6;23162;78;15
19299;23166;3;cam data : 6;23162;78;15
19300;23166;4;cam data : 6;23162;78;15
19301;23166;5;cam data : 6;23162;78;15
19302;23166;7;cam data : 6;23162;78;15
19303;23166;8;cam data : 6;23162;78;15
19304;23210;-1;cam data : 3;23206;17;55
19305;23210;0;cam data : 3;23206;17;55
19306;23210;1;cam data : 3;23206;17;55
19307;23210;2;cam data : 3;23206;17;55
19308;23210;4;cam data : 3;23206;17;55
19309;23210;5;cam data : 3;23206;17;55
19310;23210;6;cam data : 3;23206;17;55
19311;23210;7;cam data : 3;23206;17;55
19312;23210;8;cam data : 3;23206;17;55
19313;23217;-1;cam data : 0;23213;65;54
19314;23217;1;cam data : 0;23213;65;54
19315;23217;2;cam data : 0;23213;65;54
19316;23217;3;cam data : 0;23213;65;54
19317;23217;4;cam data : 0;23213;65;54
19318;23217;5;cam data : 0;23213;65;54
19319;23217;6;cam data : 0;23213;65;54
19320;23217;7;cam data : 0;23213;65;54
19321;23217;8;cam data : 0;23213;65;54
19322;23218;-1;cam data : 1;23214;71;52
19323;23218;0;cam data : 1;23214;71;52
19324;23218;2;cam data : 1;23214;71;52
19325;23218;3;cam data : 1;23214;71;52
19326;23218;4;cam data : 1;23214;71;52
19327;23218;5;cam data : 1;23214;71;52
19328;23218;6;cam data : 1;23214;71;52
19329;23218;7;cam data : 1;23214;71;52
19330;23218;8;cam data : 1;23214;71;52
19331;23224;-1;cam data : 0;23220;65;54
19332;23224;1;cam data : 0;23220;65;54
19333;23224;2;cam data : 0;23220;65;54
19334;23224;3;cam data : 0;23220;65;54
19335;23224;4;cam data : 0;23220;65;54
19336;23224;5;cam data : 0;23220;65;54
19337;23224;6;cam data : 0;23220;65;54
19338;23224;7;cam data : 0;23220;65;54
19339;23224;8;cam data : 0;23220;65;54
19340;23226;-1;cam data : 5;23222;31;25
19341;23226;0;cam data : 5;23222;31;25
19342;23226;1;cam data : 5;23222;31;25
19343;23226;2;cam data : 5;23222;31;25
19344;23226;3;cam data : 5;23222;31;25
19345;23226;4;cam data : 5;23222;31;25
19346;23226;6;cam data : 5;23222;31;25
19347;23226;7;cam data : 5;23222;31;25
19348;23226;8;cam data : 5;23222;31;25
19349;23246;-1;cam data : 7;23242;42;76
19350;23246;0;cam data : 7;23242;42;76
19351;23246;1;cam data : 7;23242;42;76
19352;23246;2;cam data : 7;23242;42;76
19353;23246;3;cam data : 7;23242;42;76
19354;23246;4;cam data : 7;23242;42;76
19355;23246;5;cam data : 7;23242;42;76
19356;23246;6;cam data : 7;23242;42;76
19357;23246;8;cam data : 7;23242;42;76
19358;23252;-1;cam data : 2;23248;5;26
19359;23252;0;cam data : 2;23248;5;26
19360;23252;1;cam data : 2;23248;5;26
19361;23252;3;cam data : 2;23248;5;26
19362;23252;4;cam data : 2;23248;5;26
19363;23252;5;cam data : 2;23248;5;26
19364;23252;6;cam data : 2;23248;5;26
19365;23252;7;cam data : 2;23248;5;26
19366;23252;8;cam data : 2;23248;5;26
19367;23256;-1;cam data : 8;23252;86;96
19368;23256;0;cam data : 8;23252;86;96
19369;23256;1;cam data : 8;23252;86;96
19370;23256;2;cam data : 8;23252;86;96
19371;23256;3;cam data : 8;23252;86;96
19372;23256;4;cam data : 8;23252;86;96
19373;23256;5;cam data : 8;23252;86;96
19374;23256;6;cam data : 8;23252;86;96
19375;23256;7;cam data : 8;23252;86;96
19376;23258;0;cam data : -1;23254;66;72
19377;23258;1;cam data : -1;23254;66;72
19378;23258;2;cam data : -1;23254;66;72
19379;23258;3;cam data : -1;23254;66;72
19380;23258;4;cam data : -1;23254;66;72
19381;23258;5;cam data : -1;23254;66;72
19382;23258;6;cam data : -1;23254;66;72
19383;23258;7;cam data : -1;23254;66;72
19384;23258;8;cam data : -1;23254;66;72
19385;23263;-1;cam data : 4;23259;59;25
19386;23263;0;cam data : 4;23259;59;25
19387;23263;1;cam data : 4;23259;59;25
19388;23263;2;cam data : 4;23259;59;25
19389;23263;3;cam data : 4;23259;59;25
19390;23263;5;cam data : 4;23259;59;25
19391;23263;6;cam data : 4;23259;59;25
19392;23263;7;cam data : 4;23259;59;25
19393;23263;8;cam data : 4;23259;59;25
19394;23266;-1;cam data : 6;23262;78;15
19395;23266;0;cam data : 6;23262;78;15
19396;23266;1;cam data : 6;23262;78;15
19397;23266;2;cam data : 6;23262;78;15
19398;23266;3;cam data : 6;23262;78;15
19399;23266;4;cam data : 6;23262;78;15
19400;23266;5;cam data : 6;23262;78;15
19401;23266;7;cam data : 6;23262;78;15
19402;23266;8;cam data : 6;23262;78;15
19403;23310;-1;cam data : 3;23306;17;55
19404;23310;0;cam data : 3;23306;17;55
19405;23310;1;cam data : 3;23306;17;55
19406;23310;2;cam data : 3;23306;17;55
19407;23310;4;cam data : 3;23306;17;55
19408;23310;5;cam data : 3;23306;17;55
19409;23310;6;cam data : 3;23306;17;55
19410;23310;7;cam data : 3;23306;17;55
19411;23310;8;cam data : 3;23306;17;55
19412;23318;-1;cam data : 1;23314;71;52
19413;23318;0;cam data : 1;23314;71;52
19414;23318;2;cam data : 1;23314;71;52
19415;23318;3;cam data : 1;23314;71;52
19416;23318;4;cam data : 1;23314;71;52
19417;23318;5;cam data : 1;23314;71;52
19418;23318;6;cam data : 1;23314;71;52
19419;23318;7;cam data : 1;23314;71;52
19420;23318;8;cam data : 1;23314;71;52
19421;23324;-1;cam data : 0;23320;65;54
19422;23324;1;cam data : 0;23320;65;54
19423;23324;2;cam data : 0;23320;65;54
19424;23324;3;cam data : 0;23320;65;54
19425;23324;4;cam data : 0;23320;65;54
19426;23324;5;cam data : 0;23320;65;54
19427;23324;6;cam data : 0;23320;65;54
19428;23324;7;cam data : 0;23320;65;54
19429;23324;8;cam data : 0;23320;65;54
19430;23326;-1;cam data : 5;23322;31;25
19431;23326;0;cam data : 5;23322;31;25
19432;23326;1;cam data : 5;23322;31;25
19433;23326;2;cam data : 5;23322;31;25
19434;23326;3;cam data : 5;23322;31;25
19435;23326;4;cam data : 5;23322;31;25
19436;23326;6;cam data : 5;23322;31;25
19437;23326;7;cam data : 5;23322;31;25
19438;23326;8;cam data : 5;23322;31;25
19439;23346;-1;cam data : 7;23342;42;76
19440;23346;0;cam data : 7;23342;42;76
19441;23346;1;cam data : 7;23342;42;76
19442;23346;2;cam data : 7;23342;42;76
19443;23346;3;cam data : 7;23342;42;76
19444;23346;4;cam data : 7;23342;42;76
19445;23346;5;cam data : 7;23342;42;76
19446;23346;6;cam data : 7;23342;42;76
19447;23346;8;cam data : 7;23342;42;76
19448;23352;-1;cam data : 2;23348;5;26
19449;23352;0;cam data : 2;23348;5;26
19450;23352;1;cam data : 2;23348;5;26
19451;23352;3;cam data : 2;23348;5;26
19452;23352;4;cam data : 2;23348;5;26
19453;23352;5;cam data : 2;23348;5;26
19454;23352;6;cam data : 2;23348;5;26
19455;23352;7;cam data : 2;23348;5;26
19456;23352;8;cam data : 2;23348;5;26
19457;23356;-1;cam data : 8;23352;86;96
19458;23356;0;cam data : 8;23352;86;96
19459;23356;1;cam data : 8;23352;86;96
19460;23356;2;cam data : 8;23352;86;96
19461;23356;3;cam data : 8;23352;86;96
19462;23356;4;cam data : 8;23352;86;96
19463;23356;5;cam data : 8;23352;86;96
19464;23356;6;cam data : 8;23352;86;96
19465;23356;7;cam data : 8;23352;86;96
19466;23358;0;cam data : -1;23354;66;72
19467;23358;1;cam data : -1;23354;66;72
19468;23358;2;cam data : -1;23354;66;72
19469;23358;3;cam data : -1;23354;66;72
19470;23358;4;cam data : -1;23354;66;72
19471;23358;5;cam data : -1;23354;66;72
19472;23358;6;cam data : -1;23354;66;72
19473;23358;7;cam data : -1;23354;66;72
19474;23358;8;cam data : -1;23354;66;72
19475;23363;-1;cam data : 4;23359;59;25
19476;23363;0;cam data : 4;23359;59;25
19477;23363;1;cam data : 4;23359;59;25
19478;23363;2;cam data : 4;23359;59;25
19479;23363;3;cam data : 4;23359;59;25
19480;23363;5;cam data : 4;23359;59;25
19481;23363;6;cam data : 4;23359;59;25
19482;23363;7;cam data : 4;23359;59;25
19483;23363;8;cam data : 4;23359;59;25
19484;23366;-1;cam data : 6;23362;78;15
19485;23366;0;cam data : 6;23362;78;15
19486;23366;1;cam data : 6;23362;78;15
19487;23366;2;cam data : 6;23362;78;15
19488;23366;3;cam data : 6;23362;78;15
19489;23366;4;cam data : 6;23362;78;15
19490;23366;5;cam data : 6;23362;78;15
19491;23366;7;cam data : 6;23362;78;15
19492;23366;8;cam data : 6;23362;78;15
19493;23406;-1;cam data : 5;23402;31;25
19494;23406;0;cam data : 5;23402;31;25
19495;23406;1;cam data : 5;23402;31;25
19496;23406;2;cam data : 5;23402;31;25
19497;23406;3;cam data : 5;23402;31;25
19498;23406;4;cam data : 5;23402;31;25
19499;23406;6;cam data : 5;23402;31;25
19500;23406;7;cam data : 5;23402;31;25
19501;23406;8;cam data : 5;23402;31;25
19502;23410;-1;cam data : 3;23406;17;55
19503;23410;0;cam data : 3;23406;17;55
19504;23410;1;cam data : 3;23406;17;55
19505;23410;2;cam data : 3;23406;17;55
19506;23410;4;cam data : 3;23406;17;55
19507;23410;5;cam data : 3;23406;17;55
19508;23410;6;cam data : 3;23406;17;55
19509;23410;7;cam data : 3;23406;17;55
19510;23410;8;cam data : 3;23406;17;55
19511;23418;-1;cam data : 1;23414;71;52
19512;23418;0;cam data : 1;23414;71;52
19513;23418;2;cam data : 1;23414;71;52
19514;23418;3;cam data : 1;23414;71;52
19515;23418;4;cam data : 1;23414;71;52
19516;23418;5;cam data : 1;23414;71;52
19517;23418;6;cam data : 1;23414;71;52
19518;23418;7;cam data : 1;23414;71;52
19519;23418;8;cam data : 1;23414;71;52
19520;23424;-1;cam data : 0;23420;65;54
19521;23424;1;cam data : 0;23420;65;54
19522;23424;2;cam data : 0;23420;65;54
