TxPackets;TxTime;TxId;xPos;yPos
20781;24507;6;78;15
20790;24512;3;17;55
20799;24515;7;42;76
20808;24539;-1;66;72
20817;24580;1;71;52
20826;24583;8;86;96
20835;24587;2;5;26
20844;24595;5;31;25
20853;24596;0;65;54
20862;24599;4;59;25
20871;24607;6;78;15
20880;24612;3;17;55
20889;24615;7;42;76
20898;24619;2;5;26
20907;24639;-1;66;72
20916;24641;3;17;55
20925;24680;1;71;52
20934;24683;8;86;96
20943;24695;5;31;25
20952;24696;0;65;54
20961;24699;4;59;25
20970;24707;6;78;15
20979;24715;7;42;76
20988;24719;2;5;26
20997;24730;-1;66;72
21006;24735;7;42;76
21015;24741;3;17;55
21024;24752;6;78;15
21033;24770;8;86;96
21042;24780;1;71;52
21051;24795;5;31;25
21060;24796;0;65;54
21069;24799;4;59;25
21078;24819;2;5;26
21087;24830;-1;66;72
21096;24835;7;42;76
21105;24841;1;71;52
21114;24841;3;17;55
21123;24852;6;78;15
21132;24870;8;86;96
21141;24892;4;59;25
21150;24895;5;31;25
21159;24896;0;65;54
21168;24919;2;5;26
21177;24930;-1;66;72
21186;24935;7;42;76
21195;24941;1;71;52
21204;24941;3;17;55
21213;24952;6;78;15
21222;24970;8;86;96
21231;24992;4;59;25
21240;24995;5;31;25
21249;24996;0;65;54
21258;25019;2;5;26
21267;25030;-1;66;72
21276;25035;7;42;76
21285;25041;1;71;52
21294;25041;3;17;55
21303;25052;6;78;15
21312;25070;8;86;96
21321;25092;4;59;25
21330;25095;5;31;25
21339;25096;0;65;54
21348;25119;2;5;26
21357;25130;-1;66;72
21366;25135;7;42;76
21375;25141;1;71;52
21384;25141;3;17;55
21393;25152;6;78;15
21402;25170;8;86;96
21411;25192;4;59;25
21420;25195;5;31;25
21429;25196;0;65;54
21438;25219;2;5;26
21447;25230;-1;66;72
21456;25235;7;42;76
21465;25241;1;71;52
21474;25241;3;17;55
21483;25252;6;78;15
21492;25270;8;86;96
21501;25292;4;59;25
21510;25295;5;31;25
21519;25296;0;65;54
21528;25319;2;5;26
21537;25330;-1;66;72
21546;25335;7;42;76
21555;25341;1;71;52
21564;25341;3;17;55
21573;25352;6;78;15
21582;25370;8;86;96
21591;25392;4;59;25
21600;25395;5;31;25
21609;25396;0;65;54
21618;25419;2;5;26
21627;25430;-1;66;72
21636;25435;7;42;76
21645;25441;1;71;52
21654;25441;3;17;55
21663;25452;6;78;15
21672;25470;8;86;96
21681;25478;0;65;54
21690;25492;4;59;25
21699;25495;5;31;25
21708;25519;2;5;26
21717;25530;-1;66;72
21726;25535;7;42;76
21735;25541;1;71;52
21744;25541;3;17;55
21753;25552;6;78;15
21762;25570;8;86;96
21771;25578;0;65;54
21780;25592;4;59;25
21789;25595;5;31;25
21798;25619;2;5;26
21807;25630;-1;66;72
21816;25635;7;42;76
21825;25641;1;71;52
21834;25641;3;17;55
21843;25652;6;78;15
21852;25670;5;31;25
21861;25670;8;86;96
21870;25678;0;65;54
21879;25688;4;59;25
21888;25701;3;17;55
21897;25719;2;5;26
21906;25730;-1;66;72
21915;25735;7;42;76
21924;25741;1;71;52
21933;25752;6;78;15
21942;25759;2;5;26
21951;25770;5;31;25
21960;25770;8;86;96
21969;25778;0;65;54
21978;25788;4;59;25
21987;25801;3;17;55
21996;25805;-1;66;72
22005;25835;7;42;76
22014;25841;1;71;52
22023;25852;6;78;15
22032;25859;2;5;26
22041;25870;5;31;25
22050;25870;8;86;96
22059;25878;0;65;54
22068;25888;4;59;25
22077;25901;3;17;55
22086;25905;-1;66;72
22095;25935;7;42;76
22104;25941;1;71;52
22113;25950;6;78;15
22122;25959;2;5;26
22131;25970;5;31;25
22140;25970;8;86;96
22149;25978;0;65;54
22158;25988;4;59;25
22167;26001;3;17;55
22176;26005;-1;66;72
22185;26035;7;42;76
22194;26041;1;71;52
22203;26050;6;78;15
22212;26059;2;5;26
22221;26070;5;31;25
22230;26070;8;86;96
22239;26078;0;65;54
22248;26088;4;59;25
22257;26101;3;17;55
22266;26105;-1;66;72
22275;26135;7;42;76
22284;26141;1;71;52
22293;26147;8;86;96
22302;26150;6;78;15
22311;26159;2;5;26
22320;26170;5;31;25
22329;26178;0;65;54
22338;26188;4;59;25
22347;26193;7;42;76
22356;26201;3;17;55
22365;26205;-1;66;72
22374;26237;1;71;52
22383;26247;8;86;96
22392;26249;4;59;25
22401;26250;6;78;15
22410;26259;2;5;26
22419;26270;5;31;25
22428;26278;0;65;54
22437;26293;7;42;76
22446;26301;3;17;55
22455;26305;-1;66;72
22464;26337;1;71;52
22473;26347;8;86;96
22482;26349;4;59;25
22491;26350;6;78;15
22500;26353;0;65;54
22509;26359;2;5;26
22518;26370;5;31;25
22527;26393;7;42;76
22536;26401;3;17;55
22545;26405;-1;66;72
22554;26437;1;71;52
22563;26447;8;86;96
22572;26449;4;59;25
22581;26450;6;78;15
22590;26453;0;65;54
22599;26459;2;5;26
22608;26470;5;31;25
22617;26493;7;42;76
22626;26501;3;17;55
22635;26505;-1;66;72
22644;26537;1;71;52
22653;26547;8;86;96
22662;26549;4;59;25
22671;26550;6;78;15
22680;26553;0;65;54
22689;26555;8;86;96
22698;26559;2;5;26
22707;26570;5;31;25
22716;26593;7;42;76
22725;26601;3;17;55
22734;26605;-1;66;72
22743;26637;1;71;52
22752;26649;4;59;25
22761;26650;6;78;15
22770;26653;0;65;54
22779;26655;8;86;96
22788;26659;2;5;26
22797;26670;5;31;25
22806;26693;7;42;76
22815;26701;3;17;55
22824;26705;-1;66;72
22833;26716;3;17;55
22842;26737;1;71;52
22851;26749;4;59;25
22860;26750;6;78;15
22869;26753;0;65;54
22878;26755;8;86;96
22887;26759;2;5;26
22896;26770;5;31;25
22905;26777;-1;66;72
22914;26783;5;31;25
22923;26790;6;78;15
22932;26793;7;42;76
22941;26816;3;17;55
22950;26837;1;71;52
22959;26849;4;59;25
22968;26853;0;65;54
22977;26855;8;86;96
22986;26859;2;5;26
22995;26877;-1;66;72
23004;26883;5;31;25
23013;26890;6;78;15
23022;26893;7;42;76
23031;26916;3;17;55
23040;26937;1;71;52
23049;26949;4;59;25
23058;26953;0;65;54
23067;26955;8;86;96
23076;26959;2;5;26
23085;26977;-1;66;72
23094;26983;5;31;25
23103;26990;6;78;15
23112;26993;7;42;76
23121;27016;3;17;55
23130;27037;1;71;52
23139;27049;4;59;25
23148;27053;0;65;54
23157;27055;8;86;96
23166;27059;2;5;26
23175;27077;-1;66;72
23184;27079;7;42;76
23193;27083;5;31;25
23202;27090;6;78;15
23211;27116;3;17;55
23220;27137;1;71;52
23229;27149;4;59;25
23238;27153;0;65;54
23247;27153;3;17;55
23256;27155;8;86;96
23265;27159;2;5;26
23274;27177;-1;66;72
23283;27179;7;42;76
23292;27183;5;31;25
23301;27190;6;78;15
23310;27206;2;5;26
23319;27218;6;78;15
23328;27237;1;71;52
23337;27249;4;59;25
23346;27253;0;65;54
23355;27253;3;17;55
23364;27255;8;86;96
23373;27277;-1;66;72
23382;27279;7;42;76
23391;27283;5;31;25
23400;27295;-1;66;72
23409;27306;2;5;26
23418;27318;6;78;15
23427;27337;1;71;52
23436;27349;4;59;25
23445;27353;0;65;54
23454;27353;3;17;55
23463;27355;8;86;96
23472;27379;7;42;76
23481;27383;5;31;25
23490;27395;-1;66;72
23499;27406;2;5;26
23508;27418;6;78;15
23517;27437;1;71;52
23526;27449;4;59;25
23535;27453;0;65;54
23544;27453;3;17;55
23553;27455;8;86;96
23562;27479;7;42;76
23571;27483;5;31;25
23580;27495;-1;66;72
23589;27506;2;5;26
23598;27518;6;78;15
23607;27532;4;59;25
23616;27537;1;71;52
23625;27553;0;65;54
23634;27553;3;17;55
23643;27555;8;86;96
23652;27557;1;71;52
23661;27579;7;42;76
23670;27583;5;31;25
23679;27595;-1;66;72
23688;27603;5;31;25
23697;27606;2;5;26
23706;27618;6;78;15
23715;27632;4;59;25
23724;27653;0;65;54
23733;27653;3;17;55
23742;27655;8;86;96
23751;27657;1;71;52
23760;27662;3;17;55
23769;27679;7;42;76
23778;27695;-1;66;72
23787;27703;5;31;25
23796;27706;2;5;26
23805;27718;6;78;15
23814;27732;4;59;25
23823;27739;0;65;54
23832;27755;8;86;96
23841;27757;1;71;52
23850;27762;3;17;55
23859;27779;7;42;76
23868;27795;-1;66;72
23877;27803;5;31;25
23886;27806;2;5;26
23895;27818;6;78;15
23904;27832;4;59;25
23913;27839;0;65;54
23922;27855;8;86;96
23931;27857;1;71;52
23940;27862;3;17;55
23949;27879;7;42;76
23958;27895;-1;66;72
23967;27903;5;31;25
23976;27906;2;5;26
23985;27918;6;78;15
23994;27932;4;59;25
24003;27939;0;65;54
24012;27955;8;86;96
24021;27957;1;71;52
24030;27962;3;17;55
24039;27979;7;42;76
24048;27995;-1;66;72
24057;28003;5;31;25
24066;28004;2;5;26
24075;28018;6;78;15
24084;28032;4;59;25
24093;28039;0;65;54
24102;28055;8;86;96
24111;28057;1;71;52
24120;28062;3;17;55
24129;28079;7;42;76
24138;28095;-1;66;72
24147;28103;5;31;25
24156;28104;2;5;26
24165;28118;6;78;15
24174;28132;4;59;25
24183;28139;0;65;54
24192;28155;8;86;96
24201;28157;1;71;52
24210;28162;3;17;55
24219;28179;7;42;76
24228;28195;-1;66;72
24237;28203;5;31;25
24246;28204;2;5;26
24255;28207;8;86;96
24264;28218;6;78;15
24273;28232;4;59;25
24282;28239;0;65;54
24291;28257;1;71;52
24300;28262;3;17;55
24309;28279;7;42;76
24318;28295;-1;66;72
24327;28303;5;31;25
24336;28304;2;5;26
24345;28307;8;86;96
24354;28318;6;78;15
24363;28319;7;42;76
24372;28332;4;59;25
24381;28339;0;65;54
24390;28341;5;31;25
24399;28357;1;71;52
24408;28362;3;17;55
24417;28390;4;59;25
24426;28395;-1;66;72
24435;28404;2;5;26
24444;28407;8;86;96
24453;28418;6;78;15
24462;28419;7;42;76
24471;28439;0;65;54
24480;28441;-1;66;72
24489;28441;5;31;25
24498;28457;1;71;52
24507;28462;3;17;55
24516;28490;4;59;25
24525;28504;2;5;26
24534;28507;8;86;96
24543;28518;6;78;15
24552;28519;7;42;76
24561;28532;6;78;15
24570;28539;0;65;54
24579;28541;-1;66;72
24588;28541;5;31;25
24597;28557;1;71;52
24606;28562;3;17;55
24615;28590;4;59;25
24624;28604;2;5;26
24633;28607;8;86;96
24642;28619;7;42;76
24651;28632;6;78;15
24660;28639;0;65;54
24669;28641;-1;66;72
24678;28641;5;31;25
24687;28657;1;71;52
24696;28662;3;17;55
24705;28690;4;59;25
24714;28704;2;5;26
24723;28707;8;86;96
24732;28719;7;42;76
24741;28732;6;78;15
24750;28739;0;65;54
24759;28741;-1;66;72
24768;28741;5;31;25
24777;28757;1;71;52
24786;28762;3;17;55
24795;28785;0;65;54
24804;28790;4;59;25
24813;28804;2;5;26
24822;28807;8;86;96
24831;28819;7;42;76
24840;28832;6;78;15
24849;28841;-1;66;72
24858;28841;5;31;25
24867;28857;1;71;52
24876;28862;3;17;55
24885;28885;0;65;54
24894;28890;4;59;25
24903;28904;2;5;26
24912;28907;8;86;96
24921;28919;7;42;76
24930;28932;6;78;15
24939;28941;-1;66;72
24948;28941;5;31;25
24957;28957;1;71;52
24966;28962;3;17;55
24975;28974;1;71;52
24984;28985;0;65;54
24993;28990;4;59;25
25002;28993;3;17;55
25011;29004;2;5;26
25020;29007;8;86;96
25029;29019;7;42;76
25038;29032;6;78;15
25047;29041;-1;66;72
25056;29041;5;31;25
25065;29074;1;71;52
25074;29085;0;65;54
25083;29090;4;59;25
25092;29093;3;17;55
25101;29104;2;5;26
25110;29107;8;86;96
25119;29119;7;42;76
25128;29132;6;78;15
25137;29141;-1;66;72
25146;29141;5;31;25
25155;29174;1;71;52
25164;29185;0;65;54
25173;29190;4;59;25
25182;29193;3;17;55
25191;29204;2;5;26
25200;29207;8;86;96
25209;29219;7;42;76
25218;29232;6;78;15
25227;29241;-1;66;72
25236;29241;5;31;25
25245;29270;2;5;26
25254;29274;1;71;52
25263;29285;0;65;54
25272;29290;4;59;25
25281;29293;3;17;55
25290;29307;8;86;96
25299;29318;0;65;54
25308;29319;7;42;76
25317;29332;6;78;15
25326;29341;-1;66;72
25335;29341;5;31;25
25344;29356;4;59;25
25353;29370;2;5;26
25362;29374;1;71;52
25371;29393;3;17;55
25380;29407;8;86;96
25389;29418;0;65;54
25398;29419;7;42;76
25407;29432;6;78;15
25416;29441;-1;66;72
25425;29441;5;31;25
25434;29443;8;86;96
25443;29456;4;59;25
25452;29470;2;5;26
25461;29474;1;71;52
25470;29493;3;17;55
25479;29518;0;65;54
25488;29519;7;42;76
25497;29532;6;78;15
25506;29541;-1;66;72
25515;29541;5;31;25
25524;29543;8;86;96
25533;29556;4;59;25
25542;29570;2;5;26
25551;29574;1;71;52
25560;29593;3;17;55
25569;29618;0;65;54
25578;29619;7;42;76
25587;29632;6;78;15
25596;29641;-1;66;72
25605;29641;5;31;25
25614;29643;8;86;96
25623;29652;6;78;15
25632;29656;4;59;25
25641;29670;2;5;26
25650;29674;1;71;52
25659;29693;3;17;55
25668;29718;0;65;54
25677;29719;7;42;76
25686;29730;2;5;26
25695;29741;-1;66;72
25704;29741;5;31;25
25713;29743;8;86;96
25722;29752;6;78;15
25731;29756;4;59;25
25740;29760;-1;66;72
25749;29774;1;71;52
25758;29784;7;42;76
25767;29793;3;17;55
25776;29818;0;65;54
25785;29827;5;31;25
25794;29830;2;5;26
25803;29843;8;86;96
25812;29852;6;78;15
25821;29856;4;59;25
25830;29860;-1;66;72
25839;29874;1;71;52
25848;29884;7;42;76
25857;29893;3;17;55
25866;29918;0;65;54
25875;29927;5;31;25
25884;29930;2;5;26
25893;29943;8;86;96
25902;29952;6;78;15
25911;29956;4;59;25
25920;29960;-1;66;72
25929;29974;1;71;52
25938;29984;7;42;76
25947;29993;3;17;55
25956;30000;3;17;55
25965;30018;0;65;54
25974;30027;5;31;25
25983;30030;2;5;26
25992;30043;8;86;96
26001;30052;6;78;15
26010;30056;4;59;25
26019;30060;-1;66;72
26028;30074;1;71;52
26037;30084;7;42;76
26046;30100;3;17;55
26055;30118;0;65;54
26064;30127;5;31;25
26073;30130;2;5;26
26082;30143;8;86;96
26091;30149;8;86;96
26100;30152;6;78;15
26109;30156;4;59;25
26118;30160;-1;66;72
26127;30174;1;71;52
26136;30184;7;42;76
26145;30187;0;65;54
26154;30200;3;17;55
26163;30227;5;31;25
26172;30230;2;5;26
26181;30241;-1;66;72
26190;30242;1;71;52
26199;30249;8;86;96
26208;30252;6;78;15
26217;30256;4;59;25
26226;30284;7;42;76
26235;30287;0;65;54
26244;30300;3;17;55
26253;30327;5;31;25
26262;30330;2;5;26
26271;30341;-1;66;72
26280;30342;1;71;52
26289;30349;8;86;96
26298;30352;6;78;15
26307;30356;4;59;25
26316;30384;7;42;76
26325;30387;0;65;54
26334;30400;3;17;55
26343;30405;5;31;25
26352;30430;2;5;26
26361;30441;-1;66;72
26370;30442;1;71;52
26379;30449;8;86;96
26388;30452;6;78;15
26397;30456;4;59;25
26406;30484;7;42;76
26415;30487;0;65;54
26424;30500;3;17;55
26433;30505;5;31;25
26442;30511;4;59;25
26451;30530;2;5;26
26460;30541;-1;66;72
26469;30542;1;71;52
26478;30549;8;86;96
26487;30552;6;78;15
26496;30584;7;42;76
26505;30587;0;65;54
26514;30600;3;17;55
26523;30605;5;31;25
26532;30611;4;59;25
26541;30630;2;5;26
26550;30641;-1;66;72
26559;30642;1;71;52
26568;30649;8;86;96
26577;30652;6;78;15
26586;30684;7;42;76
26595;30687;0;65;54
26604;30693;1;71;52
26613;30697;0;65;54
26622;30700;3;17;55
26631;30705;5;31;25
26640;30711;4;59;25
26649;30730;2;5;26
26658;30741;-1;66;72
26667;30749;8;86;96
26676;30752;6;78;15
26685;30784;7;42;76
26694;30793;1;71;52
26703;30797;0;65;54
26712;30800;3;17;55
26721;30805;5;31;25
26730;30811;4;59;25
26739;30830;2;5;26
26748;30841;-1;66;72
26757;30849;8;86;96
26766;30852;6;78;15
26775;30868;6;78;15
26784;30884;7;42;76
26793;30893;1;71;52
26802;30897;0;65;54
26811;30900;3;17;55
26820;30905;5;31;25
26829;30911;4;59;25
26838;30930;2;5;26
26847;30941;-1;66;72
26856;30949;8;86;96
26865;30968;6;78;15
26874;30984;7;42;76
26883;30993;1;71;52
26892;30997;0;65;54
26901;31000;3;17;55
26910;31004;7;42;76
26919;31005;5;31;25
26928;31011;4;59;25
26937;31030;2;5;26
26946;31041;-1;66;72
26955;31049;8;86;96
26964;31068;6;78;15
26973;31072;3;17;55
26982;31082;2;5;26
26991;31093;1;71;52
27000;31097;0;65;54
27009;31104;7;42;76
27018;31105;5;31;25
27027;31111;4;59;25
27036;31141;-1;66;72
27045;31149;8;86;96
27054;31158;4;59;25
27063;31168;6;78;15
27072;31172;3;17;55
27081;31182;2;5;26
27090;31193;1;71;52
27099;31197;0;65;54
27108;31204;7;42;76
27117;31205;5;31;25
27126;31226;0;65;54
27135;31241;-1;66;72
27144;31249;8;86;96
27153;31258;4;59;25
27162;31268;6;78;15
27171;31272;3;17;55
27180;31282;2;5;26
27189;31293;1;71;52
27198;31304;7;42;76
27207;31305;5;31;25
27216;31326;0;65;54
27225;31341;-1;66;72
27234;31349;8;86;96
27243;31351;1;71;52
27252;31358;4;59;25
27261;31361;5;31;25
27270;31368;6;78;15
27279;31372;3;17;55
27288;31373;-1;66;72
27297;31382;2;5;26
27306;31404;7;42;76
27315;31426;0;65;54
27324;31449;8;86;96
27333;31451;1;71;52
27342;31458;4;59;25
27351;31461;5;31;25
27360;31468;6;78;15
27369;31472;3;17;55
27378;31473;-1;66;72
27387;31474;8;86;96
27396;31482;2;5;26
27405;31504;7;42;76
27414;31507;6;78;15
27423;31519;2;5;26
27432;31526;0;65;54
27441;31551;1;71;52
27450;31558;4;59;25
27459;31561;5;31;25
27468;31572;3;17;55
27477;31573;-1;66;72
27486;31574;8;86;96
27495;31604;7;42;76
27504;31607;6;78;15
27513;31619;2;5;26
27522;31626;0;65;54
27531;31651;1;71;52
27540;31658;4;59;25
27549;31661;5;31;25
27558;31672;3;17;55
27567;31673;-1;66;72
27576;31674;8;86;96
27585;31704;7;42;76
27594;31707;6;78;15
27603;31719;2;5;26
27612;31726;0;65;54
27621;31751;1;71;52
27630;31758;4;59;25
27639;31761;5;31;25
27648;31772;3;17;55
27657;31773;-1;66;72
27666;31774;8;86;96
27675;31804;7;42;76
27684;31807;6;78;15
27693;31819;2;5;26
27702;31826;0;65;54
27711;31851;1;71;52
27720;31858;4;59;25
27729;31859;5;31;25
27738;31872;3;17;55
27747;31873;-1;66;72
27756;31874;8;86;96
27765;31904;7;42;76
27774;31907;6;78;15
27783;31919;2;5;26
27792;31926;0;65;54
27801;31951;1;71;52
27810;31958;4;59;25
27819;31959;5;31;25
27828;31972;3;17;55
27837;31973;-1;66;72
27846;31974;8;86;96
27855;31987;2;5;26
27864;32004;7;42;76
27873;32007;6;78;15
27882;32026;0;65;54
27891;32051;1;71;52
27900;32051;3;17;55
27909;32058;4;59;25
27918;32059;5;31;25
27927;32062;8;86;96
27936;32073;-1;66;72
27945;32087;2;5;26
27954;32104;7;42;76
27963;32107;6;78;15
27972;32126;0;65;54
27981;32151;1;71;52
27990;32151;3;17;55
27999;32153;7;42;76
28008;32158;4;59;25
28017;32159;5;31;25
28026;32162;8;86;96
28035;32173;-1;66;72
28044;32187;2;5;26
28053;32207;6;78;15
28062;32226;0;65;54
28071;32251;1;71;52
28080;32251;3;17;55
28089;32253;7;42;76
28098;32258;4;59;25
28107;32259;5;31;25
28116;32262;8;86;96
28125;32273;-1;66;72
28134;32287;2;5;26
28143;32307;4;59;25
28152;32307;6;78;15
28161;32312;-1;66;72
28170;32312;1;71;52
28179;32326;0;65;54
28188;32335;0;65;54
28197;32351;3;17;55
28206;32353;7;42;76
28215;32359;5;31;25
28224;32362;8;86;96
28233;32387;2;5;26
28242;32400;6;78;15
28251;32407;4;59;25
28260;32412;-1;66;72
28269;32412;1;71;52
28278;32435;0;65;54
28287;32451;3;17;55
28296;32453;7;42;76
28305;32459;5;31;25
28314;32462;8;86;96
28323;32487;2;5;26
28332;32500;6;78;15
28341;32507;4;59;25
28350;32512;-1;66;72
28359;32512;1;71;52
28368;32535;0;65;54
28377;32551;3;17;55
28386;32553;7;42;76
28395;32559;5;31;25
28404;32562;8;86;96
28413;32587;2;5;26
28422;32600;6;78;15
28431;32607;4;59;25
28440;32612;-1;66;72
28449;32612;1;71;52
28458;32635;0;65;54
28467;32651;3;17;55
28476;32653;7;42;76
28485;32659;5;31;25
28494;32662;8;86;96
28503;32687;2;5;26
28512;32700;6;78;15
28521;32707;4;59;25
28530;32712;-1;66;72
28539;32712;1;71;52
28548;32735;0;65;54
28557;32751;3;17;55
28566;32753;7;42;76
28575;32759;5;31;25
28584;32762;8;86;96
28593;32787;2;5;26
28602;32800;6;78;15
28611;32807;4;59;25
28620;32812;-1;66;72
28629;32812;1;71;52
28638;32827;8;86;96
28647;32835;0;65;54
28656;32851;3;17;55
28665;32853;7;42;76
28674;32859;5;31;25
28683;32873;4;59;25
28692;32887;2;5;26
28701;32900;6;78;15
28710;32912;-1;66;72
28719;32912;1;71;52
28728;32923;6;78;15
28737;32927;8;86;96
28746;32935;0;65;54
28755;32951;3;17;55
28764;32953;5;31;25
28773;32953;7;42;76
28782;32973;4;59;25
28791;32987;2;5;26
28800;33012;-1;66;72
28809;33012;1;71;52
28818;33023;6;78;15
28827;33027;8;86;96
28836;33035;0;65;54
28845;33050;7;42;76
28854;33051;3;17;55
28863;33053;5;31;25
28872;33073;4;59;25
28881;33087;2;5;26
28890;33112;-1;66;72
28899;33112;1;71;52
28908;33123;6;78;15
28917;33127;1;71;52
28926;33127;8;86;96
28935;33135;0;65;54
28944;33150;7;42;76
28953;33151;3;17;55
28962;33153;5;31;25
28971;33173;4;59;25
28980;33184;3;17;55
28989;33187;2;5;26
28998;33210;0;65;54
29007;33212;-1;66;72
29016;33223;6;78;15
29025;33227;1;71;52
29034;33227;8;86;96
29043;33250;7;42;76
29052;33253;5;31;25
29061;33273;4;59;25
29070;33284;3;17;55
29079;33287;2;5;26
29088;33310;0;65;54
29097;33312;-1;66;72
29106;33323;6;78;15
29115;33327;1;71;52
29124;33327;8;86;96
29133;33350;7;42;76
29142;33353;5;31;25
29151;33373;4;59;25
29160;33384;3;17;55
29169;33387;2;5;26
29178;33410;0;65;54
29187;33412;-1;66;72
29196;33423;6;78;15
29205;33427;1;71;52
29214;33427;8;86;96
29223;33450;7;42;76
29232;33453;5;31;25
29241;33467;2;5;26
29250;33473;4;59;25
29259;33484;3;17;55
29268;33510;0;65;54
29277;33512;-1;66;72
29286;33518;7;42;76
29295;33523;6;78;15
29304;33527;1;71;52
29313;33527;8;86;96
29322;33553;5;31;25
29331;33567;2;5;26
29340;33573;4;59;25
29349;33584;3;17;55
29358;33590;8;86;96
29367;33610;0;65;54
29376;33612;-1;66;72
29385;33618;7;42;76
29394;33623;6;78;15
29403;33627;1;71;52
29412;33644;-1;66;72
29421;33653;5;31;25
29430;33667;2;5;26
29439;33673;4;59;25
29448;33684;3;17;55
29457;33690;8;86;96
29466;33710;0;65;54
29475;33718;7;42;76
29484;33723;6;78;15
29493;33727;1;71;52
29502;33744;-1;66;72
29511;33744;6;78;15
29520;33753;5;31;25
29529;33767;2;5;26
29538;33773;4;59;25
29547;33784;3;17;55
29556;33790;8;86;96
29565;33810;0;65;54
29574;33818;7;42;76
29583;33827;1;71;52
29592;33844;-1;66;72
29601;33844;6;78;15
29610;33853;5;31;25
29619;33867;2;5;26
29628;33873;4;59;25
29637;33884;3;17;55
29646;33890;8;86;96
29655;33910;0;65;54
29664;33918;7;42;76
29673;33927;1;71;52
29682;33944;-1;66;72
29691;33944;6;78;15
29700;33953;5;31;25
29709;33967;2;5;26
29718;33973;4;59;25
29727;33984;3;17;55
29736;33990;8;86;96
29745;34010;0;65;54
29754;34018;7;42;76
29763;34027;1;71;52
29772;34044;-1;66;72
29781;34044;6;78;15
29790;34053;5;31;25
29799;34058;3;17;55
29808;34067;2;5;26
29817;34073;4;59;25
29826;34090;8;86;96
29835;34110;0;65;54
29844;34118;7;42;76
29853;34127;1;71;52
29862;34144;-1;66;72
29871;34144;6;78;15
29880;34153;5;31;25
29889;34158;3;17;55
29898;34167;2;5;26
29907;34173;4;59;25
29916;34190;8;86;96
29925;34208;0;65;54
29934;34218;7;42;76
29943;34227;1;71;52
29952;34244;-1;66;72
29961;34244;6;78;15
29970;34253;5;31;25
29979;34258;3;17;55
29988;34267;2;5;26
29997;34273;4;59;25
30006;34290;8;86;96
30015;34308;0;65;54
30024;34309;1;71;52
30033;34318;7;42;76
30042;34331;6;78;15
30051;34340;5;31;25
30060;34344;-1;66;72
30069;34347;2;5;26
30078;34350;4;59;25
30087;34358;3;17;55
30096;34390;8;86;96
30105;34408;0;65;54
30114;34409;1;71;52
30123;34418;7;42;76
30132;34431;6;78;15
30141;34440;5;31;25
30150;34444;-1;66;72
30159;34447;2;5;26
30168;34450;-1;66;72
30177;34450;4;59;25
30186;34458;3;17;55
30195;34490;8;86;96
30204;34508;0;65;54
30213;34509;1;71;52
30222;34518;7;42;76
30231;34531;6;78;15
30240;34540;5;31;25
30249;34547;2;5;26
30258;34550;-1;66;72
30267;34550;4;59;25
30276;34558;3;17;55
30285;34590;8;86;96
30294;34608;0;65;54
30303;34609;1;71;52
30312;34618;7;42;76
30321;34631;6;78;15
30330;34640;5;31;25
30339;34647;2;5;26
30348;34650;-1;66;72
30357;34650;4;59;25
30366;34651;8;86;96
30375;34658;3;17;55
30384;34682;7;42;76
30393;34708;0;65;54
30402;34709;1;71;52
30411;34731;6;78;15
30420;34740;5;31;25
30429;34747;2;5;26
30438;34750;-1;66;72
30447;34750;4;59;25
30456;34751;8;86;96
30465;34758;3;17;55
30474;34774;0;65;54
30483;34775;3;17;55
30492;34782;7;42;76
30501;34809;1;71;52
30510;34831;6;78;15
30519;34840;5;31;25
30528;34847;2;5;26
30537;34850;-1;66;72
30546;34850;4;59;25
30555;34851;8;86;96
30564;34869;2;5;26
30573;34874;0;65;54
30582;34875;3;17;55
30591;34882;7;42;76
30600;34909;1;71;52
30609;34931;6;78;15
30618;34940;5;31;25
30627;34950;-1;66;72
30636;34950;4;59;25
30645;34951;8;86;96
30654;34969;2;5;26
30663;34974;0;65;54
30672;34975;3;17;55
30681;34982;7;42;76
30690;35009;1;71;52
30699;35031;6;78;15
30708;35040;5;31;25
30717;35050;-1;66;72
30726;35050;4;59;25
30735;35051;8;86;96
30744;35069;2;5;26
30753;35074;0;65;54
30762;35075;3;17;55
30771;35082;7;42;76
30780;35109;1;71;52
30789;35131;6;78;15
30798;35140;5;31;25
30807;35150;-1;66;72
30816;35150;4;59;25
30825;35151;8;86;96
30834;35169;2;5;26
30843;35174;0;65;54
30852;35175;3;17;55
30861;35182;7;42;76
30870;35209;1;71;52
30879;35231;6;78;15
30888;35240;5;31;25
30897;35250;-1;66;72
30906;35250;4;59;25
30915;35251;8;86;96
30924;35269;2;5;26
30933;35274;0;65;54
30942;35275;3;17;55
30951;35282;7;42;76
30960;35300;1;71;52
30969;35316;4;59;25
30978;35331;6;78;15
30987;35340;5;31;25
30996;35350;-1;66;72
31005;35351;8;86;96
31014;35364;-1;66;72
31023;35369;2;5;26
31032;35374;0;65;54
31041;35375;3;17;55
31050;35382;7;42;76
31059;35400;1;71;52
31068;35416;4;59;25
31077;35431;6;78;15
31086;35440;5;31;25
31095;35451;8;86;96
31104;35464;-1;66;72
31113;35469;2;5;26
31122;35474;0;65;54
31131;35475;3;17;55
31140;35482;7;42;76
31149;35500;1;71;52
31158;35516;4;59;25
31167;35531;6;78;15
